state,district,market,commodity,market_signal,weather_risk_level,uncertainty_level,farmer_explanation,profit_scenario_available,explanation_type,numerical_prediction_source,weather_context_source,economic_scenario_source,llm_status,guarantee_status,data_status,provenance_note
Bihar,Gaya,,Tomato,STABLE,MODERATE,LOW,"Tomato shows a relatively stable modeled market signal over the forecast horizon. The available weather-risk indicators show a MODERATE contextual risk level. Weather conditions should be monitored before making a cultivation decision. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹144,157. The downside and upside modeled gross margins are approximately ₹104,182 and ₹171,013, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Gaya,,Tomato,RISING,MODERATE,LOW,"Tomato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a MODERATE contextual risk level. Weather conditions should be monitored before making a cultivation decision. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹144,157. The downside and upside modeled gross margins are approximately ₹104,182 and ₹171,013, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Gaya,,Wheat,FALLING,MODERATE,LOW,"Wheat shows a falling modeled market signal over the forecast horizon. The available weather-risk indicators show a MODERATE contextual risk level. Weather conditions should be monitored before making a cultivation decision. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹72,697. The downside and upside modeled gross margins are approximately ₹53,775 and ₹83,115, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Gaya,,Wheat,FALLING,MODERATE,LOW,"Wheat shows a falling modeled market signal over the forecast horizon. The available weather-risk indicators show a MODERATE contextual risk level. Weather conditions should be monitored before making a cultivation decision. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹72,697. The downside and upside modeled gross margins are approximately ₹53,775 and ₹83,115, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Gaya,,Wheat,FALLING,MODERATE,LOW,"Wheat shows a falling modeled market signal over the forecast horizon. The available weather-risk indicators show a MODERATE contextual risk level. Weather conditions should be monitored before making a cultivation decision. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹72,697. The downside and upside modeled gross margins are approximately ₹53,775 and ₹83,115, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Onion,RISING,LOW,LOW,"Onion shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹340,764. The downside and upside modeled gross margins are approximately ₹278,741 and ₹376,370, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Onion,RISING,LOW,LOW,"Onion shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹340,764. The downside and upside modeled gross margins are approximately ₹278,741 and ₹376,370, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Onion,RISING,LOW,LOW,"Onion shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹340,764. The downside and upside modeled gross margins are approximately ₹278,741 and ₹376,370, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Potato,RISING,LOW,LOW,"Potato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹135,833. The downside and upside modeled gross margins are approximately ₹96,497 and ₹158,295, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Potato,RISING,LOW,LOW,"Potato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹135,833. The downside and upside modeled gross margins are approximately ₹96,497 and ₹158,295, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Potato,RISING,LOW,LOW,"Potato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹135,833. The downside and upside modeled gross margins are approximately ₹96,497 and ₹158,295, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Rice,RISING,LOW,LOW,"Rice shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹97,447. The downside and upside modeled gross margins are approximately ₹74,707 and ₹110,655, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Rice,RISING,LOW,LOW,"Rice shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹97,447. The downside and upside modeled gross margins are approximately ₹74,707 and ₹110,655, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Rice,RISING,LOW,LOW,"Rice shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹97,447. The downside and upside modeled gross margins are approximately ₹74,707 and ₹110,655, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Tomato,RISING,LOW,LOW,"Tomato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹144,157. The downside and upside modeled gross margins are approximately ₹104,182 and ₹171,013, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Tomato,RISING,LOW,LOW,"Tomato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹144,157. The downside and upside modeled gross margins are approximately ₹104,182 and ₹171,013, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Tomato,RISING,LOW,LOW,"Tomato shows a rising modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹144,157. The downside and upside modeled gross margins are approximately ₹104,182 and ₹171,013, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Wheat,FALLING,LOW,LOW,"Wheat shows a falling modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹72,697. The downside and upside modeled gross margins are approximately ₹53,775 and ₹83,115, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
Bihar,Muzaffarpur,,Wheat,FALLING,LOW,LOW,"Wheat shows a falling modeled market signal over the forecast horizon. The available weather-risk indicators show a LOW contextual risk level. The current modeled uncertainty indicator is LOW, but this does not mean the forecast is guaranteed. The scenario analysis provides downside, expected, and upside economic cases using explicit demo assumptions. Under the expected scenario, the modeled gross margin is approximately ₹72,697. The downside and upside modeled gross margins are approximately ₹53,775 and ₹83,115, respectively. Profit figures are scenario calculations using demo yield and cost assumptions and are not guaranteed.",YES,RULE_BASED_WITH_PROFIT_SCENARIOS,AGRIPULSE_RANDOM_FOREST_FORECAST,AGRIPULSE_WEATHER_RISK_FEATURES,AGRIPULSE_SCENARIO_ANALYSIS,NOT_USED_FOR_NUMERICAL_PREDICTION,NO_GUARANTEE,DEVELOPMENT_DEMO,"Explanation is generated from existing AgriPulse forecast, weather-risk, and scenario outputs. It does not create a new numerical prediction."
